Feature	ERR479193	ERR478994	ERR479389	ERR478986	ERR479284	ERR479267	ERR479225	ERR478970	ERR479331	ERR479063	ERR479348	ERR479018	ERR479245	ERR479397	ERR479351	ERR479043	ERR479308	ERR479099	ERR478968	ERR479014	ERR479546	ERR479049	ERR479542	ERR479413	ERR479532	ERR479286	ERR479516	ERR479319	ERR479508	ERR479059	ERR479496	ERR479022	ERR479452	ERR478958	ERR479448	ERR479107	ERR479484	ERR479118	ERR479492	ERR479169	ERR479366	ERR479263	ERR479251	ERR479374	ERR479065	ERR479132	ERR479254	ERR479203	ERR479316	ERR479312	ERR479528	ERR479391	ERR479432	ERR479339	ERR479428	ERR479370	ERR479476	ERR479183	ERR479504	ERR479294	ERR479456	ERR479079	ERR479500	ERR479341
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Pauljensenia|s__Pauljensenia_sp902373435	0	0	0	0	0	0	15	0	20	18	17	43	28	0	0	0	0	0	0	24	0	11	0	0	18	10	0	0	0	0	17	0	0	0	0	24	0	0	0	13	0	17	27	32	20	0	0	0	0	0	11	0	0	0	16	0	0	0	0	13	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Pauljensenia|s__Pauljensenia_sp902373545	104	36	0	42	0	46	0	0	393	141	133	259	2029	12	0	544	198	95	0	69	88	87	0	99	1689	174	0	0	0	499	0	0	112	96	306	664	0	492	606	64	0	137	162	136	20	0	772	763	200	28	129	0	31	49	261	23	28	123	117	326	25	0	22	10
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Pauljensenia|s__Pauljensenia_turicensis	0	0	0	0	0	0	0	0	0	0	0	12	230	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	762	0	12	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	670	0	0	0	112	0	0	0	26	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Varibaculum|s__MGYG000003810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Varibaculum|s__Varibaculum_cambriense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Varibaculum|s__Varibaculum_cambriense_A	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	56	0	0	0	0	15	12	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Varibaculum|s__Varibaculum_cambriense_B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Varibaculum|s__Varibaculum_massiliense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Varibaculum|s__Varibaculum_timonense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2796	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Alloscardovia|s__Alloscardovia_omnicolens	13	0	284	0	0	0	93	0	15	15	17	19	20	21	0	0	0	0	0	358	0	0	0	13	38	0	0	66	0	120	25	0	0	78	0	0	0	0	80	589	0	12	20	5612	270	0	0	281	22	792	0	0	0	0	0	0	0	19	20	0	0	0	26	30
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis	5032	387	0	165	287	31	14	0	0	11650	134	164949	125	47375	10976	179476	6528	21	108	222	10597	0	24938	412	20	191	0	0	0	142865	23430	0	12	26	7859	16	21954	10	48324	390	0	16	135	133213	2203	64055	227	0	3935	160	13	30	4996	3660	17	86177	222	23	67466	7656	0	800	15434	5049
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_angulatum	33	127	0	491	17	16	16	16	0	53	35	773	67	151	110	1014	34	0	0	17	22	0	1951	1132	0	0	0	0	0	76688	143	0	24	79	35	0	162	0	221	13	0	16	0	1056	18	311	13	0	14	95	0	32	25	28	0	429	0	0	333	79	0	236	170	24
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_animalis	0	0	0	0	0	229	0	4898	39628	0	0	82	30887	0	0	2582	0	24	0	1968	85	16612	41	0	0	238	0	0	0	37210	0	0	0	158	0	0	0	384	0	0	0	20	263	0	0	0	0	0	0	56	0	22	0	0	0	0	83	0	0	0	0	0	54	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum	28	537	0	35965	297	29	35844	54	13	81	200	3005	190	244	28820	111286	10	24	0	275	10	0	4645	10	0	1148	0	0	0	19134	25	0	151	172	430	19	0	0	239	43	0	63	92	333	22	141	89	0	7246	158	69	89	190	16	0	75704	0	0	11134	38	0	148	1598	4508
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_breve	39	19	0	3083	372	489	3352	7653	0	485	498	2197	2051	3484	428	1475	23	232	0	1451	185	0	298	72	0	428	0	0	0	13422	607	0	1148	7679	401	0	0	0	703	795	0	7927	17	1745	423	215	432	0	103	3353	977	1363	236	131	34	10202	0	112	1654	162	0	349	897	234
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_catenulatum	43	64148	0	4963	613	6934	199	33	0	157	6553	2496	3415	19727	276	1312	312	13161	12	124	103	0	120	14	0	1086	0	0	0	91328	295	0	81	37	163	59	79	0	345	248	0	58	47	21935	80	873	1265	0	215	91948	76	10	138	128	0	413	0	0	586	187	0	99343	5426	116
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_dentium	526	13	85	41	38	0	50	670	113	137	112	397	27	18	117	206	0	0	0	0	30	23	122	0	300	2246	31	17	0	90	68	0	0	23	18	6853	25	124	67	3664	0	620	68	273	374	54	379	0	1432	152	50	19	130	0	0	316	0	106	179	11	0	231	0	11
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_gallicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_gallinarum	0	10	0	18	0	0	14	0	0	0	10	0	11	40	0	13	0	12	0	1101	0	0	0	0	0	0	0	0	0	84	0	0	0	26	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	26	0	12	0	0	0	10	0	0	0	0	0	55	13	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_globosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_infantis	804	443	0	49385	5055	5094	36880	2212	0	6873	10620	23157	29611	41132	2067	15703	397	3592	114	16277	2172	39	3580	694	0	6064	0	0	0	173947	7192	0	18252	85410	5234	0	54	0	10385	7514	32	10317	272	19020	4983	2422	4746	12	1256	42964	13308	18492	2718	1605	530	29082	79	1138	24596	2956	0	618	13216	2761
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_italicum	0	0	0	162	23	48	162	14	13	30	51	93	88	189	0	25	0	17	0	135	28	0	13	0	0	32	0	0	0	627	22	0	125	666	30	12	0	0	77	21	0	76	0	62	23	18	45	0	0	174	45	65	21	0	0	131	0	0	184	22	0	0	29	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudocatenulatum	111	6449	0	152905	157	209	281	133	0	174	5574	1359	40258	1742	65	399	64	227	0	294	97	0	169	0	0	5833	0	0	0	6917	109	0	72	204	80	0	55	0	185	3257	0	15	160	20662	16	232	25704	0	980	30441	24	62	57	403	79	605	0	0	389	98	0	2934	9242	69
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pullorum	0	0	0	34	16	26	87	0	0	0	37	112	63	175	0	57	0	42	0	154	13	0	13	0	0	12	0	0	0	647	24	0	44	223	16	0	0	0	51	29	0	38	0	49	0	0	0	0	0	154	35	30	11	0	0	166	0	0	152	16	0	286	25	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_ruminantium	244	742	0	2724	42	0	12	0	0	723	129	8735	31	1907	570	9489	476	0	0	22	408	0	1732	37	0	29	0	0	0	11351	956	0	0	0	405	0	1364	0	2696	27	0	0	15	11384	139	2622	114	0	374	1255	0	0	294	333	0	5445	18	0	4719	363	0	349	1361	338
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_scardovii	11	18	0	390	63	65	423	63	0	50	253	242	299	391	14	116	0	122	0	63	30	0	15	0	0	58	0	0	0	2071	53	0	254	1072	68	0	13	0	119	34	0	153	0	293	70	15	26	0	19	481	78	52	23	18	0	258	0	11	326	0	0	0	52	12
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_sp002742445	66	1933	0	4797	241	290	22	0	0	133	469	1930	1162	1172	146	2566	96	490	0	0	124	0	85	0	0	220	0	0	0	5091	125	0	22	352	66	0	71	0	592	49	0	0	208	3280	23	727	708	0	124	2297	36	27	35	66	0	1267	0	0	740	65	0	3727	598	56
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_sp002884815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_sp900551485	14	0	27	14	17	0	13	0	362	0	0	15	10	14	21	0	0	0	0	0	0	0	0	0	0	35	22	0	16	28	0	0	26	13	0	0	0	0	12	129	0	0	0	176	0	0	14	0	30	13	0	0	0	0	0	13	0	0	0	0	0	0	10	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_thermophilum	0	0	0	0	0	0	0	0	0	21	0	42	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	98	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	17	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_vaginale	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_vaginale_E	12	0	0	13	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_vaginale_F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_vaginale_G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Parascardovia|s__Parascardovia_denticolens	10	86	0	0	0	0	65	103	0	0	0	172	0	0	0	0	0	25	0	0	10	31	0	0	24	10	14	10	0	0	0	0	0	0	0	0	0	0	33	0	0	47	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Scardovia|s__Scardovia_wiggsiae	0	264	40	10	0	0	40	60	0	0	24	29	0	0	0	0	0	0	0	0	0	0	0	0	16	0	263	0	0	0	0	0	0	0	0	0	0	0	0	33	0	34	0	0	0	0	0	0	0	0	17	27	10	0	0	0	0	0	14	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_senegalense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Brevibacteriaceae|g__Brevibacterium|s__MGYG000003791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Brevibacteriaceae|g__Brevibacterium|s__MGYG000003792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Dermabacteraceae|g__Dermabacter|s__Dermabacter_hominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Micrococcaceae|g__Micrococcus|s__Micrococcus_luteus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__MGYG000004886	23	30	162	12	118	0	34	56	38	34	64	22	17	105	15	101	20	130	25	17	12	29	58	97	142	12	32	2380	0	12	16	66	28	14	148	66	0	13	53	39	80	17	101	218	34	10	83	45	0	56	69	0	37	14	17	1161	599	87	17	13	13	0	88	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_aeria	14	0	0	13	0	0	15	28	0	11	0	0	28	16	0	0	0	20	0	0	0	0	17	0	11	0	0	0	0	31	0	0	26	17	27	10	0	0	0	0	0	0	0	22	0	0	0	0	0	0	17	0	0	0	0	0	26	20	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_dentocariosa	11	0	12	16	0	0	48	161	0	0	0	22	176	22	0	0	13	34	0	27	0	0	0	0	29	0	0	0	0	0	11	0	10	0	46	27	11	18	0	13	0	0	0	148	0	0	11	10	0	0	165	0	0	0	0	0	55	80	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa	43	0	79	11	0	0	0	0	19	30	0	14	95	0	0	0	21	57	0	0	29	0	66	0	32	19	0	0	0	0	13	0	0	59	95	253	0	31	0	138	0	35	17	51	10	0	0	12	38	0	21	0	0	12	0	0	56	330	39	14	32	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa_A	0	0	70	0	0	0	91	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	111	0	0	0	0	0	0	0	0	47	0	0	77	712	104	13	0	20	0	0	464	0	0	0	0	0	0	364	0	0	0	0	44	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa_B	0	0	17	0	0	0	0	0	0	11	0	0	32	0	0	0	0	19	0	0	0	0	11	0	0	0	0	0	0	0	12	0	0	0	16	61	0	23	0	26	0	11	0	48	0	0	0	0	0	0	0	0	0	0	0	0	13	85	16	27	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_sp001808955	25	0	20	0	0	0	0	0	0	0	0	17	24	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	10	19	70	0	58	0	30	0	34	0	11	0	0	0	0	0	0	0	0	0	0	0	0	51	304	20	0	35	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_sp902373285	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	27	0	0	0	0	0	0	36	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Corynebacterium|s__Corynebacterium_afermentans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Corynebacterium|s__Corynebacterium_ammoniagenes	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Corynebacterium|s__Corynebacterium_amycolatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Corynebacterium|s__Corynebacterium_amycolatum_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Corynebacterium|s__Corynebacterium_aurimucosum_C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Corynebacterium|s__Corynebacterium_aurimucosum_E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Corynebacterium|s__Corynebacterium_kefirresidentii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Corynebacterium|s__Corynebacterium_pacaense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Corynebacterium|s__Corynebacterium_phoceense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Corynebacterium|s__Corynebacterium_propinquum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Corynebacterium|s__Corynebacterium_provencense	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Corynebacterium|s__Corynebacterium_simulans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Corynebacterium|s__Corynebacterium_sp900539985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Corynebacterium|s__Corynebacterium_sp902373425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Corynebacterium|s__Corynebacterium_striatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Corynebacterium|s__MGYG000000759	0	0	0	139	0	20	80	0	0	20	25	59	102	96	0	55	0	0	0	50	0	0	13	0	0	12	0	0	0	476	19	0	58	276	12	0	0	0	12	24	0	27	0	46	11	0	17	0	0	147	30	50	0	0	0	70	0	0	81	0	0	0	45	0
