OTU ID	ERR1293545	ERR1293754	ERR1293914	ERR1293601	ERR1293565	ERR1293662	ERR1293581	ERR1293618	ERR1293750	ERR1293794	ERR1293674	ERR1293910	ERR1293678	ERR1293850	ERR1293906	ERR1293706	ERR1293726	ERR1293930	ERR1293622	ERR1293702	ERR1293826	ERR1293854	ERR1293746	ERR1293922	ERR1293634	ERR1293505	ERR1293573	ERR1293670	ERR1293537	ERR1293686	ERR1293834	ERR1293714	ERR1293690	ERR1293818	ERR1293605	ERR1293802	ERR1293569	ERR1293862	ERR1293766	ERR1293694	ERR1293658	ERR1293585	ERR1293786	ERR1293682	ERR1293830	ERR1293497	ERR1293902	ERR1293513	ERR1293734	ERR1293533	ERR1293521	ERR1293609	ERR1293842	ERR1293890	ERR1293501	ERR1293525
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000004765	0	0	80	0	0	23	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	30	0	0	10	0	0	0	0	0	0	0	0	0	0	0	105
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000004772	11	0	16	0	0	22	19	0	10	0	0	11	0	0	0	11	26	14	0	0	0	0	143	0	0	31	0	17	0	13	0	0	0	0	69	19	0	10	29	0	22	0	41	13	18	28	53	11	0	178	139	11	0	114	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__MGYG000004868	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	64	44	0	12	0	0	0	10	0	0	0	0	0	0	0	0	17
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma|s__Enorma_massiliensis	0	0	0	0	0	0	6244	0	0	2389	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	773	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma|s__Enorma_sp900538305	0	0	0	0	0	0	350	0	0	2964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	2007	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma|s__Enorma_sp900751795	0	0	13	0	23	0	19	0	0	2479	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	1567	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	15	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma|s__Enorma_timonensis	0	0	0	0	0	0	65	0	0	127	0	0	0	0	582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_celatus_A	278	15	703	43	38	122	1811	780	1054	628	44	2674	30	8280	1390	0	795	4332	22	1282	45	6653	27	1454	274	6190	346	765	536	198	10	496	0	282	518	738	416	836	4623	98	184	3313	20	258	1687	1266	650	25	619	368	1920	381	1031	3589	0	803
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Adlercreutzia|s__MGYG000002712	208	0	392	26	0	57	1153	364	447	188	24	964	0	2927	422	0	276	1079	0	694	15	1311	11	489	78	1041	112	204	290	132	0	209	0	80	195	309	261	423	668	35	108	2282	11	78	492	475	281	0	321	67	1220	214	254	1352	0	142
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Adlercreutzia|s__MGYG000004817	0	0	3449	0	0	406	0	0	0	0	0	3118	1288	12472	0	0	2492	4854	0	0	0	4646	0	2760	0	5587	0	1069	0	0	805	0	2521	0	0	1002	0	0	4827	0	0	5407	0	0	2009	0	0	0	1162	2677	3241	0	1319	5898	886	826
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__CAAEEV01|s__CAAEEV01_sp900754955	0	0	0	0	0	0	0	0	14	0	0	28	0	50	0	0	0	44	0	0	0	0	0	0	0	64	0	21	0	0	0	11	0	0	0	0	0	0	37	0	0	59	0	0	0	0	0	0	0	0	31	0	0	25	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__CAAEEV01|s__MGYG000004183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	362	0	0	0	5104	0	12	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__CAAEEV01|s__MGYG000004554	0	0	0	0	0	0	0	0	0	0	0	35	0	75	12	0	13	0	0	11	0	0	0	12	0	15	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	28	22	0	0	0	0	0	0	0	45	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__CAAEEV01|s__MGYG000004895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__CAG-1427|s__CAG-1427_sp000431675	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2524	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__CAG-1427|s__CAG-1427_sp000434775	0	0	0	0	294	0	0	1259	0	0	0	2526	0	0	0	5100	0	0	0	0	0	0	0	0	660	0	0	0	0	0	0	0	0	0	0	0	2743	0	0	0	141	0	810	103	0	0	0	16	50	0	0	3252	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__CAG-1427|s__CAG-1427_sp000435475	0	0	0	0	0	0	0	0	0	7701	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4430	0	0	0	0	0	0	3335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__CAG-1427|s__CAG-1427_sp000435675	0	0	1847	0	0	377	0	0	10	24	31	217	0	4610	14	10	1728	2758	0	171	52	0	0	0	0	2300	0	595	0	347	12	10	0	11	0	0	0	190	0	28	0	0	0	0	0	13	480	0	0	45	0	0	213	0	0	868
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__CAG-1427|s__CAG-1427_sp000436075	0	3030	0	0	1967	1405	0	0	620	0	23	0	0	0	2423	25	0	0	0	0	0	0	0	0	558	0	0	0	19	0	0	0	0	1641	0	15365	21	437	0	3625	700	0	0	1233	0	8288	1279	87	1643	0	36	361	5885	7484	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__CAG-1427|s__CAG-1427_sp900538545	0	0	146	0	0	39	0	0	0	0	0	19	0	372	0	0	181	328	0	20	0	0	0	0	0	219	0	59	0	28	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	26	85	0	0	0	0	0	11	0	0	65
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__CAG-1427|s__CAG-1427_sp900539675	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	7083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__CAG-1427|s__CAG-1427_sp900540345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__CAG-1427|s__CAG-1427_sp900542525	0	0	2137	0	0	1583	0	0	0	0	0	0	0	4940	0	0	2304	1866	0	0	0	0	0	0	0	3209	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1831	0	0	0	0	0	5079	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__CAG-1427|s__CAG-1427_sp900544455	0	34	0	0	67	38	0	0	20	0	10	0	0	0	89	0	0	0	0	0	0	0	0	0	271	0	0	0	0	0	0	0	0	28	0	308	0	75	0	79	91	0	0	23	0	111	38	0	23	0	0	56	96	112	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__CAG-1427|s__CAG-1427_sp900546175	23	37	13	0	29	46	0	30	59	20	45	15	32	0	37	25	17	141	0	63	16	0	0	18	13	0	0	29	184	30	68	0	34	0	47	30	57	57	0	53	0	11	14	12	35	12	18	51	16	21	53	74	10	74	0	19
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__CAG-1427|s__CAG-1427_sp900547965	0	12	0	0	0	10	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	59	0	0	0	23	10	0	10	0	0	42	0	0	12	0	0	22	30	44	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__CAG-1427|s__CAG-1427_sp900548955	77	0	21	55	0	0	123	0	257	82	0	0	11	10	0	194	65	46	52	40	0	1682	0	226	0	0	101	34	49	503	52	22	0	0	49	0	65	0	0	0	0	0	91	0	13	33	46	43	40	0	0	58	26	24	0	24
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__CAG-1427|s__CAG-1427_sp900551155	0	0	0	0	0	0	0	0	0	764	0	0	0	0	0	0	0	2285	0	0	0	0	0	0	0	0	0	0	0	14976	28	0	0	0	0	0	298	0	25	0	0	19	0	0	0	0	0	0	0	93	0	0	0	0	0	808
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__CAG-1427|s__CAG-1427_sp900553605	30	140	0	0	122	85	0	0	111	0	0	25	11	0	253	0	11	0	0	0	11	0	0	0	4139	0	0	0	70	0	0	0	0	58	0	743	0	1805	75	180	1802	0	10	70	23	407	144	10	53	0	0	1968	932	377	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__CAG-1427|s__CAG-1427_sp900554685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__CAG-1427|s__CAG-1427_sp900556585	0	11	11	0	0	0	11	0	0	0	19	0	14	14	23	18	0	26	0	0	0	0	0	10	15	0	0	0	16	33	87	0	17	41	0	11	0	0	0	0	0	0	14	0	51	0	28	0	0	0	0	0	0	10	0	16
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__CAG-1427|s__CAG-1427_sp900753095	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	18	0	29	0	0	15	0	21078	0	0	10	0	0	0	0	0	0	10	11	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__CAG-1427|s__MGYG000000300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__CAG-1427|s__MGYG000000616	0	0	65	0	0	13	0	0	0	0	0	0	0	191	0	0	107	170	0	0	0	0	0	0	0	174	0	33	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	11	0	0	13
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__CAG-1427|s__MGYG000001233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__CAG-1427|s__MGYG000002761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__CAG-1427|s__MGYG000003745	42	24	0	0	323	54	0	0	10	108	0	0	0	0	15	0	44	14	0	15	0	0	0	0	146	17	0	57	0	25	0	0	56	0	45	42	0	90	0	0	14	0	203	0	0	0	0	12	14	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__CAG-1427|s__MGYG000004595	0	0	0	0	0	21	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	75	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__CAG-1427|s__MGYG000004614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__CAG-1427|s__MGYG000004724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__DNF00809|s__DNF00809_sp001552935	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__DNF00809|s__DNF00809_sp900604965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Eggerthella|s__Eggerthella_lenta	1476	4047	9110	823	264	61	158	328	1423	34	385	240	6409	4086	671	2610	13124	8120	890	131	112	227	4294	5395	37	2775	2423	447	481	66	4466	587	19476	45	520	101	4769	182	12761	175	44	4461	0	72	2832	1581	125	0	569	13422	2553	1287	2020	5501	5233	1675
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Eggerthella|s__Eggerthella_sinensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Eggerthella|s__Eggerthella_sp014287365	53	29	59	49	10	11	231	51	72	25	17	42	108	98	46	117	84	151	15	38	0	37	23	165	13	59	15	13	52	13	31	47	231	12	17	21	126	17	171	0	25	95	18	14	56	45	36	12	34	175	73	36	23	76	26	20
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Ellagibacter|s__Ellagibacter_isourolithinifaciens	0	19	0	0	880	2107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1597	0	0	0	21	0	0	0	11	0	0	0	10	10	0	0	0	0	0	1623	3096	0	2508	4140	20	1015	0	511	1254	0	0	475	0	39	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Ellagibacter|s__Ellagibacter_sp900554945	19	16	151	14	131	406	0	0	24	0	0	20	109	37	15	10	117	130	13	0	364	0	26	43	0	43	36	0	0	0	70	0	103	0	19	0	47	0	129	278	566	113	464	791	0	150	0	113	187	185	74	99	45	135	69	19
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Ellagibacter|s__MGYG000000635	0	0	0	0	26	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	120	0	81	125	0	30	0	33	21	0	0	19	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Enteroscipio|s__Enteroscipio_rubneri	0	0	16	0	0	0	0	0	0	0	0	11	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Gordonibacter|s__Gordonibacter_massiliensis	0	50	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Gordonibacter|s__Gordonibacter_pamelaeae	449	0	2827	125	0	0	10	655	1583	243	14	773	24	3103	51	2362	285	73	128	19	0	1945	55	70	0	4092	445	25	27	0	40	22	138	12	90	0	1243	144	884	0	0	0	41	28	14	18	219	0	13	136	89	11	163	1408	12	857
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Gordonibacter|s__Gordonibacter_sp003339845	0	0	23	0	92	0	0	0	18	0	0	47	0	0	0	0	0	0	0	0	121	0	0	0	19	198	17	0	31	58	0	0	0	0	0	0	0	178	128	0	0	33	0	561	0	0	42	27	0	10	0	21	0	180	21	10
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Gordonibacter|s__Gordonibacter_urolithinfaciens	13	55	3105	0	0	0	66	0	77	14	95	127	293	245	53	17	1569	1209	90	131	0	10	536	285	0	181	0	410	26	93	178	0	528	0	65	101	79	40	84	42	0	0	0	0	0	86	57	0	0	1590	726	32	753	3374	275	18
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__MGYG000001600|s__MGYG000001600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__MGYG000004112|s__MGYG000004112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Paraeggerthella|s__Paraeggerthella_hongkongensis	0	0	11	0	0	0	10	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	16	0	0	0	101	42	0	0	44	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Paraeggerthella|s__Paraeggerthella_hongkongensis_A	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Phoenicibacter|s__Phoenicibacter_congonensis	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	14	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__RUG013|s__RUG013_sp001486445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Raoultibacter|s__Raoultibacter_timonensis	176	98	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	726	0	0	132	0	0	0	0	42	0	92	0	107	650	61	79	0	0	0	0	0	0	27	0	0	0	0	0	10	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Rubneribacter|s__Rubneribacter_badeniensis	0	0	44	0	0	0	2199	0	31	0	0	0	0	0	18	0	0	0	0	0	0	0	11	21	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	10	16	0	0	0	0	0	0	49	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Senegalimassilia|s__MGYG000000597	0	0	0	0	16	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	12	0	0	0	0	0	0	0	0	0	0	0	24	0	0	83	0	0	0	0	0	0	0	15	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Senegalimassilia|s__MGYG000000643	0	0	0	0	13	0	0	47	10	0	0	0	0	0	0	0	23	0	0	0	20	0	0	0	0	0	0	37	46	0	0	0	36	0	0	0	0	0	0	13	90	0	22	42	0	0	17	10	0	0	0	22	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Senegalimassilia|s__MGYG000004238	0	0	329	0	53	0	0	17	0	13	0	0	0	0	0	35	0	0	0	0	72	0	0	13	0	0	0	32	101	0	20	0	0	0	0	0	0	0	0	31	152	0	43	124	0	0	16	18	0	0	0	22	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Senegalimassilia|s__MGYG000004654	0	0	0	23	33	0	0	32	0	0	0	0	0	0	0	0	24	20	0	0	29	0	0	0	0	0	0	78	46	0	0	0	0	0	0	0	0	0	0	21	104	0	24	53	0	0	29	0	0	0	0	32	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Senegalimassilia|s__Senegalimassilia_anaerobia	0	0	0	231	298	75	0	308	0	0	65	0	0	0	0	67	0	0	0	0	324	0	0	0	115	0	0	1044	611	0	0	0	0	0	0	0	0	0	0	67	1440	0	267	745	0	14	479	56	0	0	0	601	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Senegalimassilia|s__Senegalimassilia_faecalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2343	0	0	0	0	0	0	0	0	0	0	5671	5510	0	0	5374	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Senegalimassilia|s__Senegalimassilia_sp900550055	29	29	0	28	611	0	0	35	12	0	13	0	12	0	46	0	11	0	0	0	660	0	0	29	43	0	0	95	598	0	0	0	0	0	0	17	0	11	23	261	949	0	344	1008	12	0	29	179	0	35	0	53	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Slackia_A|s__MGYG000004264	0	15	25	0	0	0	23	0	0	0	0	0	0	154	0	0	18	20	0	0	0	0	154	0	23	0	25	0	0	0	0	0	0	0	65	0	0	0	16	0	20	0	38	0	0	33	68	0	0	206	75	0	46	131	0	0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Slackia_A|s__Slackia_A_isoflavoniconvertens	2331	14	36	0	5550	16	0	0	22	0	13	2752	0	68	0	0	0	0	0	0	4827	0	0	0	1626	95	14	0	7503	30	0	0	0	0	0	0	34	4988	86	9392	6715	30	1490	6507	6257	0	1630	942	11	0	0	1705	0	78	34	17
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Slackia_A|s__Slackia_A_piriformis	0	561	0	0	10	90	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	342	0	0	0	0	0	1324	0	0	391	0	377	0	0	0	25	0	0	0	0	13	0	0	0	0	0	0	0	0	832	0	0
