OTU ID	ERR1293545	ERR1293754	ERR1293914	ERR1293601	ERR1293565	ERR1293662	ERR1293581	ERR1293618	ERR1293750	ERR1293794	ERR1293674	ERR1293910	ERR1293678	ERR1293850	ERR1293906	ERR1293706	ERR1293726	ERR1293930	ERR1293622	ERR1293702	ERR1293826	ERR1293854	ERR1293746	ERR1293922	ERR1293634	ERR1293505	ERR1293573	ERR1293670	ERR1293537	ERR1293686	ERR1293834	ERR1293714	ERR1293690	ERR1293818	ERR1293605	ERR1293802	ERR1293569	ERR1293862	ERR1293766	ERR1293694	ERR1293658	ERR1293585	ERR1293786	ERR1293682	ERR1293830	ERR1293497	ERR1293902	ERR1293513	ERR1293734	ERR1293533	ERR1293521	ERR1293609	ERR1293842	ERR1293890	ERR1293501	ERR1293525
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Monoglobales|f__Firm-18|g__MGYG000001903|s__MGYG000001903	643	0	0	0	0	23	0	0	0	33	0	60	0	0	0	0	0	0	0	0	12	20	0	0	27	20	0	21	0	0	0	144	0	18	0	0	0	330	0	2854	0	10	42	0	0	0	0	12	48	0	0	0	0	20	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Monoglobales|f__Monoglobaceae|g__MGYG000004144|s__MGYG000004144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	497	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Monoglobales|f__Monoglobaceae|g__Monoglobus|s__Monoglobus_pectinilyticus	0	0	15269	0	0	29	13614	7806	22665	0	310	0	761	0	0	10	0	0	53	0	0	31250	0	0	16	33	14	0	87	0	0	38	0	21	2203	0	274	0	3245	0	0	3648	1454	10	0	5110	26	0	1186	0	0	0	141	2282	5517	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Monoglobales|f__Monoglobaceae|g__Monoglobus|s__Monoglobus_sp900542675	0	0	102	0	0	0	0	90	0	0	64	0	0	0	0	0	0	149	0	0	0	0	55	0	0	0	0	0	0	0	0	18	0	0	28	0	0	0	0	0	0	0	0	0	0	0	12	0	44	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Monoglobales|f__Monoglobaceae|g__Monoglobus|s__Monoglobus_sp900554105	162	52	43	0	84	22	0	24	23	55	0	10	0	0	44	50	21	12	0	47	13	0	0	0	68	33	0	33	0	134	0	18	0	51	33	0	45	0	0	34	42	213	49	0	0	48	58	22	0	21	30	45	14	33	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Monoglobales|f__Monoglobaceae|g__UMGS1326|s__MGYG000000706	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Monoglobales|f__Monoglobaceae|g__UMGS1326|s__UMGS1326_sp900550775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	88	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	3807	0	0	0	0	0	0	0	48
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Monoglobales|f__Monoglobaceae|g__UMGS1494|s__UMGS1494_sp900552305	0	0	0	0	0	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5261	0	0	0	0	0	0	0	0	0	0	569	0	0	484	0	0	0	0	0	0	52	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Monoglobales|f__Monoglobaceae|g__UMGS1820|s__MGYG000001817	0	0	0	0	20	590	0	0	747	50	0	0	0	0	14	22	0	0	0	0	103	0	0	29	62	0	0	141	11	134	0	0	0	0	99	264	0	194	1997	24	44	0	499	0	318	16	121	0	0	0	0	24	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Monoglobales|f__Monoglobaceae|g__UMGS1820|s__UMGS1820_sp900545865	0	0	153	0	0	0	0	202	0	15	0	0	0	0	0	0	0	0	0	0	0	0	129	66	0	0	0	1779	0	36	0	15	0	0	0	1625	0	13	0	0	0	0	53	0	18	18	0	534	0	0	0	0	0	0	26	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Monoglobales|f__Monoglobaceae|g__UMGS1820|s__UMGS1820_sp900555375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	42	0	0	0	16	0	0	0	17	0	0	74	38	192	19	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Monoglobales|f__UMGS1388|g__UMGS1388|s__UMGS1388_sp900551345	33	12	0	19	13	0	0	71	0	17	37	0	0	0	0	0	0	28	0	0	0	12	24	0	0	0	0	0	0	14	0	0	0	0	0	0	16	0	66	11	0	0	0	0	61	0	26	42	0	0	0	17	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Acutalibacter|s__Acutalibacter_sp000432995	42	0	165	0	0	0	13	0	25	15	0	0	0	0	10	10	0	0	0	49	0	0	0	38	0	0	0	0	44	10	0	0	0	0	51	0	66	0	218	0	0	71	0	0	37	0	0	0	60	0	52	0	20	0	16	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Acutalibacter|s__Acutalibacter_sp000435395	0	0	9464	0	146	488	3311	2384	68	528	0	0	0	35	0	4341	22	17	0	183	0	0	87	0	418	10	0	0	0	3163	4344	676	0	0	11747	0	25	0	0	0	0	2030	5044	0	0	952	0	0	140	18	10	0	8020	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Acutalibacter|s__Acutalibacter_sp900543305	0	0	166	0	0	13	29	32	0	104	0	0	0	0	0	68	0	16	0	0	0	0	0	10	0	10	0	0	0	683	21	91	0	0	90	0	0	0	0	0	0	25	16	0	0	0	0	0	0	0	0	0	46	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Acutalibacter|s__Acutalibacter_sp900543555	0	0	250	0	123	14	2834	1248	36	1680	0	0	0	0	142	101	32	25	11	37	0	0	250	1226	43	0	0	0	13	469	2755	85	0	39	221	0	0	0	89	0	67	51	55	0	0	26	27	34	0	45	861	13	113	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Acutalibacter|s__Acutalibacter_sp900548545	0	0	1305	473	149	210	664	452	26	2883	1011	240	0	596	2426	40	12	0	20	225	59	11	0	22	159	250	0	189	1172	34	17	0	0	391	37	346	19	91	3476	334	41	1044	213	13	35	0	334	33	27	27	0	313	1164	226	72	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Acutalibacter|s__Acutalibacter_sp900755895	68	55	706	87	223	2539	182	859	433	725	808	153	40	351	195	563	100	164	29	786	391	179	1418	159	946	128	198	591	128	1207	430	648	15	84	357	287	110	362	193	189	1597	1339	1152	162	197	482	362	174	89	237	415	141	361	380	28437	76
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Acutalibacter|s__Acutalibacter_sp900759575	80	0	154	0	85	0	31	43	84	150	0	53	0	0	0	102	62	41	0	61	17	0	0	47	165	57	0	87	11	46	55	153	32	48	240	272	116	175	19	85	237	23	365	97	29	160	265	19	30	12	16	233	38	20	32	21
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Acutalibacter|s__Acutalibacter_timonensis	17	0	2844	0	51	0	0	21	0	154	74	26	0	0	60	16	0	196	0	0	79	0	37	0	23	0	0	205	0	15	383	10	0	0	338	14	0	91	4463	207	490	0	0	194	1773	0	0	0	69	0	0	0	497	31	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Acutalibacter|s__MGYG000001169	26	0	195	0	16	32	138	256	122	102	42	0	0	45	185	266	38	22	0	19	0	0	12	15	22	11	0	10	36	175	117	41	0	12	472	27	0	0	183	23	26	175	247	0	0	52	38	69	38	11	25	30	242	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Acutalibacter|s__MGYG000001979	0	0	2461	0	177	160	1308	942	188	1318	405	0	0	0	0	961	39	0	0	0	73	53	112	298	0	0	21	0	396	794	1878	0	12	0	2382	0	31	0	1302	0	122	670	994	0	45	171	0	0	0	70	196	0	2003	188	44	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Acutalibacter|s__MGYG000004616	0	0	92	0	0	0	12	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	20	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Acutalibacter|s__MGYG000004807	0	0	964	0	21	30	134	189	61	215	0	10	10	0	14	254	10	1002	0	15	11	0	207	39	55	0	0	29	12	183	494	119	50	0	1126	33	0	21	169	0	47	218	82	0	0	12	0	37	11	11	65	13	252	0	10	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__An172|s__An172_sp002160515	0	0	38	0	0	10	0	182	12	17	0	0	0	0	11	27	0	0	0	0	0	0	14	0	0	0	0	1145	0	16	0	20	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	59	30	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Anaeromassilibacillus|s__Anaeromassilibacillus_sp001305115	352	63	4411	0	100	136	12157	137	4786	236	334	115	11	25	39	49	103	71	26	90	151	14	18	1815	109	67	126	222	21	46	59	396	0	48	3261	1066	214	55	64	23	357	7749	418	23	1055	45	450	1555	32	70	18	286	34	27	14594	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Anaeromassilibacillus|s__Anaeromassilibacillus_sp002159845	58	0	137	0	225	2063	35	844	1822	297	12	74	0	0	3464	3719	0	22	10	1034	0	0	3751	12	1038	1174	0	28	157	1788	87	22	1812	104	16	21	26	150	510	28	27	88	39	0	20	10	0	226	306	1846	1948	0	545	0	40	47
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__CAG-177|s__CAG-177_sp000431775	0	0	0	0	0	24	0	0	0	36	0	0	0	0	0	0	0	16	0	0	69608	0	0	0	28	0	0	31	0	33	0	16	0	0	47	63	19	0	0	0	22	0	14	12	0	29	0	0	0	0	0	72	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__CAG-177|s__CAG-177_sp003514385	81303	0	293	0	106	14599	0	31	104	658	106	8519	27	58	20	1825	0	0	266	38	172	0	0	0	429	173	11	16	0	15071	10	466	0	32601	25	2868	1150	1801	57	12482	83745	33	19310	43	30	63	42	11	678	0	35	10614	24	0	0	152
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__CAG-177|s__CAG-177_sp003538135	21138	0	97	98	17645	4049	0	0	80	138029	0	18262	0	0	0	291	0	0	0	0	298	166	0	0	65883	40	0	30	0	4858	427	0	0	10394	59	289423	159437	738	0	3761	23325	0	4956	5176	0	43	27	0	91	90	821	3206	0	0	0	35237
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__CAG-177|s__CAG-177_sp900770255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__CAG-177|s__CAG-177_sp900771185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	322	0	14	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__CAG-177|s__MGYG000003524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__CAG-180|s__CAG-180_sp000432435	22	53	328	0	236223	462790	43	36	0	92	0	37	0	32	252232	227253	14	254	19	75	203862	0	18	0	13351	64	0	153905	84	81	0	81880	0	0	0	45	79	165	313	276	77	116	1450	0	466	70698	134507	0	421	19	332329	0	219202	41	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__CAG-180|s__CAG-180_sp004556705	0	0	48	0	16	190	0	0	0	44	0	198	0	13	10	105	36	10	0	41	276	0	0	0	41	0	0	283	0	20	0	1566	285	0	39	70	0	25	80	0	0	0	42	0	22	61	71	0	0	0	366	0	95	38	0	12
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__CAG-180|s__CAG-180_sp900540295	0	0	0	50	16	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	228	26	0	21	26	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	34	0	0	14	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__CAG-180|s__CAG-180_sp900545625	0	0	27	0	0	0	0	0	0	11	0	0	0	19	0	0	19	31	0	0	0	0	48	0	0	0	0	0	0	16	0	0	0	0	13	0	0	0	0	0	0	11	0	0	0	78	17	0	0	62	64	0	0	20	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__CAG-180|s__CAG-180_sp900766945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__CAG-180|s__MGYG000003752	0	0	0	0	0	0	0	153	30	62	0	0	0	0	43	54	0	36	0	0	0	0	18	0	0	0	0	97	0	123	0	67	0	0	0	0	0	0	0	0	11	0	0	0	0	17	23	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__CAG-180|s__MGYG000004027	0	0	0	0	0	0	0	33	52	31	0	21	0	0	0	72	0	68	0	27	41	0	0	0	0	0	0	124	0	0	0	0	0	0	0	26	58	0	0	0	0	19	0	0	0	0	0	0	21	52	61	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__CAG-217|s__CAG-217_sp000436335	0	9645	0	0	26	0	0	22	0	149	14	54	15	93317	24	11	64	288	40	15	100	0	19	374	24295	40732	0	37	4717	22451	0	26	0	13071	24	0	24	22	0	24	1037	12099	30854	50769	0	16492	33	0	74	110	74	21034	14	91703	0	12548
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__CAG-217|s__CAG-217_sp900547275	199	19	19	92	15	0	0	47	230	10	0	0	16	23	112	0	115	67	0	0	23	28	24	0	14	0	0	0	131	0	0	0	0	11	0	101	30	21	0	73	15	0	33	211	0	26	0	12	79	0	0	68	17	0	21	105
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__CAG-488|s__CAG-488_sp000434055	0	0	0	0	16	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	39	0	20737	0	0	0	18	0	0	0	19	0	0	0	0	15	0	62	0	0	0	2631	0	26	0	0	0	0	0	0	0	16	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__CAG-488|s__CAG-488_sp000434915	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0	460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6976	0	0	0	46	0	0	0	19	132	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__CAG-488|s__CAG-488_sp003486665	0	0	0	0	0	0	0	0	0	49	0	23	0	0	0	0	0	0	0	0	0	0	0	0	302	0	0	23	0	48	0	30	0	0	14	76	0	22	0	90	13	0	0	25	0	0	0	11	11	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__CAG-488|s__CAG-488_sp900539465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	55	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__CAG-488|s__CAG-488_sp900554995	0	16	19	0	0	13	0	18	157	10	0	40	0	0	0	115	0	0	0	0	38	0	0	0	315	48	0	41	0	20	0	0	0	53	0	38	18	41	0	23	83	0	104	29	0	0	32	33	0	0	22	42	11	237	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__CAG-557|s__CAG-557_sp000435275	48	0	24	0	56	84	0	0	15	0	0	0	0	0	0	16	11	0	0	37	0	0	0	0	17	26	0	0	164	0	0	0	0	0	0	0	0	92	0	206	0	0	58	0	1865	0	0	71	36	178	113	0	25	0	0	31
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__CAG-964|s__CAG-964_sp000435335	0	0	0	0	14	13	0	0	33	35580	0	0	0	0	25	0	0	67	0	36	12	0	0	0	0	0	0	329	0	25223	0	4109	0	0	0	13	0	95	0	0	41	9357	27	0	0	0	23	0	0	32	19928	23	10	0	0	50
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__CAG-964|s__CAG-964_sp902789345	0	0	0	0	209	0	0	0	116	518	0	138	0	0	0	48	21	0	0	91	35	0	0	0	57	0	0	0	87	531	0	70	0	0	0	0	163	59	31	91	0	151	0	0	182	0	0	114	77	0	509	43	0	0	25	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__CAG-964|s__MGYG000001685	0	0	0	13	21	0	0	0	34	0	0	46	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	30	0	25	0	0	0	0	39	13	0	0	0	0	53	0	0	0	11	12	11	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Clostridium_A|s__Clostridium_A_leptum	99475	1128	30646	635	2873	1749	10328	837	4192	7200	27539	1118	152	8802	23644	8197	1329	55930	275	2259	273	4229	2670	15641	220	504	285	521	737	421	1680	156	17	667	12499	650	45820	227	118175	3486	773	1589	741	407	33689	1236	2555	4549	304	7141	33194	11560	11430	1192	4752	814
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Clostridium_A|s__MGYG000003768	773	109	930	0	57	195	444	202	204	1533	37	131	32	365	10	383	587	0	99	603	341	24	623	0	68	196	154	131	103	0	571	69	1529	460	22	162	0	0	0	451	0	1178	0	0	0	168	0	2528	0	10	22	0	59	397	14	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Clostridium_A|s__MGYG000003872	1598	0	28112	0	59	721	35	384	3010	664	591	166	0	291	3867	1826	332	269	0	392	176	3411	0	158	462	0	0	342	117	107	146	85	148	51	935	257	28041	283	101730	83	20	535	141	162	345	711	869	1381	11	28	375	4737	337	68	43	54
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Clostridium_E|s__Clostridium_E_sporosphaeroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__DTU089|s__DTU089_sp002440045	0	0	0	0	0	25	0	0	0	19	0	0	0	0	0	0	0	0	0	0	20	0	0	0	13	0	0	84	0	0	0	0	0	0	26	124	0	10	0	0	0	0	224	0	0	0	0	0	0	0	133	14	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Eubacterium_R|s__Eubacterium_R_coprostanoligenes	0	44	0	0	0	427	0	0	0	0	0	32	19	0	0	0	21	447	0	0	27	0	0	0	0	0	0	178	11	0	0	25	0	0	0	16	93	0	10	624	0	0	36	0	0	94	0	12	51	0	0	19	0	92	0	11
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Eubacterium_R|s__Eubacterium_R_sp000431535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Eubacterium_R|s__Eubacterium_R_sp000433975	0	0	0	0	0	63	0	0	0	1059	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	1396	0	0	0	0	13	0	0	12	47	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Eubacterium_R|s__Eubacterium_R_sp000434995	0	19	0	0	18	153	0	47	14	27	0	104	24	0	0	0	0	303	0	20	0	0	42	0	0	56	0	110	0	0	0	42	0	0	64	45526	501	10	0	55678	1549	24	133	0	0	0	11096	0	288	0	113	2970	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Eubacterium_R|s__Eubacterium_R_sp000436835	193	334	368	0	92	338	53	21995	149	6585	0	43682	9534	0	186	423	0	154784	289	181	131	277	284	0	100	84	427	29496	167	238	0	429	0	0	117	2416	150086	0	393	2571	102	90	357	37	0	649	961	110	30638	1169	100	443	199	201	149	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Eubacterium_R|s__Eubacterium_R_sp002493325	423	155	127	55	108	59	10	91	19	61	79	144	58	13	80	359	1036	215	96	216	110	17	451	426	114	112	228	0	57	19	422	67	365	411	22	44	283	20	188	10	0	0	54	0	75	65	304	183	124	0	167	135	189	10	618	67
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Eubacterium_R|s__Eubacterium_R_sp003526845	0	0	0	0	20	25	0	0	0	25	394	20	11	34	335	37	10	181	32	15924	28	0	0	0	0	0	0	35	0	7544	0	51	0	0	0	508	96	15	0	25	0	0	17	0	0	13	27	0	0	0	6486	41	15	14	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Eubacterium_R|s__Eubacterium_R_sp014465955	16	12	0	0	0	0	0	12	19	13	12	10	0	0	0	0	33	55	0	15	0	0	0	11	0	0	13	0	0	0	61	0	0	12	0	16	0	0	0	14	0	34	0	0	20	0	16	12	12	0	0	15	0	0	10	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Eubacterium_R|s__Eubacterium_R_sp900539165	0	0	0	0	0	265	0	14	157	17	0	18	0	0	10	0	0	0	0	31	80	0	0	0	34	0	0	109	0	25	0	0	0	0	39	39	115	26	0	0	13	0	83	0	20	0	34	0	56	0	0	0	0	0	0	20
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Eubacterium_R|s__Eubacterium_R_sp900539325	0	0	0	0	211	344	0	0	0	0	0	0	0	0	156	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	0	0	0	593	0	201	157	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Eubacterium_R|s__Eubacterium_R_sp900539425	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	20	15	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Eubacterium_R|s__Eubacterium_R_sp900539775	0	29	0	0	14	0	0	723	0	67632	14	118	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	224	24	0	90775	125	10	0	11	12	16	0	45	0	29	36	138	0	17	0	61	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Eubacterium_R|s__Eubacterium_R_sp900539845	13	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	10	0	0	0	0	0	14	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Eubacterium_R|s__Eubacterium_R_sp900540235	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	11	0	0	21	0	0	13	0	0	12	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Eubacterium_R|s__Eubacterium_R_sp900540305	26	0	72	0	0	0	0	0	48	3371	0	0	17	102	36	42	0	0	0	190	0	109	0	0	71	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	56	16	0	0	0	0	65	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Eubacterium_R|s__Eubacterium_R_sp900542875	184	0	0	0	107	141	0	0	0	12	0	25	0	0	102	93	0	90	0	13	0	0	0	0	21	0	0	37	0	18	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	5331	0	0	0	0	11	150	0	0	0
